user_id,transformer_id,appliance,appliance_kw,transformer_rated_kva,transformer_loading_percent,num_simultaneous_restarts,flexibility_score,carbon_priority_weight,cost_priority_weight,rebound_risk_score,stagger_label
user_020,XFMR_AUS_003,water_heater,4.008,15,70.35,2,0.27,0.54,0.46,0.4453,medium_delay
user_020,XFMR_AUS_003,water_heater,4.133,15,48.8,3,0.27,0.54,0.46,0.3085,medium_delay
user_020,XFMR_AUS_003,water_heater,3.743,15,61.98,2,0.27,0.54,0.46,0.4089,medium_delay
user_020,XFMR_AUS_003,water_heater,2.841,15,32.94,1,0.27,0.54,0.46,0.2687,short_delay
user_020,XFMR_AUS_003,water_heater,4.292,15,62.31,1,0.27,0.54,0.46,0.4159,medium_delay
user_020,XFMR_AUS_003,water_heater,3.111,15,71.9,1,0.27,0.54,0.46,0.3554,medium_delay
user_020,XFMR_AUS_003,water_heater,4.127,15,38.94,2,0.27,0.54,0.46,0.3838,medium_delay
user_020,XFMR_AUS_003,water_heater,2.48,15,47.4,1,0.27,0.54,0.46,0.2957,short_delay
user_020,XFMR_AUS_003,water_heater,3.878,15,54.04,1,0.27,0.54,0.46,0.3307,medium_delay
user_020,XFMR_AUS_003,water_heater,3.488,15,49.16,1,0.27,0.54,0.46,0.3378,medium_delay
user_020,XFMR_AUS_003,water_heater,2.758,15,28.2,1,0.27,0.54,0.46,0.219,short_delay
user_020,XFMR_AUS_003,water_heater,3.186,15,58.41,1,0.27,0.54,0.46,0.3029,medium_delay
user_020,XFMR_AUS_003,water_heater,2.792,15,52.3,3,0.27,0.54,0.46,0.3249,medium_delay
user_020,XFMR_AUS_003,water_heater,3.317,15,49.99,1,0.27,0.54,0.46,0.3169,medium_delay
user_020,XFMR_AUS_003,water_heater,3.48,15,48.75,1,0.27,0.54,0.46,0.3275,medium_delay
user_020,XFMR_AUS_003,water_heater,2.683,15,33.9,2,0.27,0.54,0.46,0.2945,short_delay
user_020,XFMR_AUS_003,water_heater,3.245,15,28.04,1,0.27,0.54,0.46,0.2315,short_delay
user_020,XFMR_AUS_003,water_heater,3.48,15,40.75,3,0.27,0.54,0.46,0.352,medium_delay
user_020,XFMR_AUS_003,water_heater,3.824,15,27.49,1,0.27,0.54,0.46,0.2622,short_delay
user_020,XFMR_AUS_003,water_heater,3.968,15,36.96,2,0.27,0.54,0.46,0.3295,medium_delay
user_020,XFMR_AUS_003,water_heater,2.844,15,49.76,1,0.27,0.54,0.46,0.3285,medium_delay
user_020,XFMR_AUS_003,water_heater,2.981,15,45.96,3,0.27,0.54,0.46,0.3463,medium_delay
user_020,XFMR_AUS_003,water_heater,3.162,15,70.31,1,0.27,0.54,0.46,0.4077,medium_delay
user_020,XFMR_AUS_003,water_heater,4.232,15,30.87,2,0.27,0.54,0.46,0.32,medium_delay
user_020,XFMR_AUS_003,water_heater,3.452,15,61.53,1,0.27,0.54,0.46,0.4041,medium_delay
user_020,XFMR_AUS_003,water_heater,3.961,15,65.51,2,0.27,0.54,0.46,0.4409,medium_delay
user_020,XFMR_AUS_003,water_heater,4.056,15,58.11,3,0.27,0.54,0.46,0.4335,medium_delay
user_020,XFMR_AUS_003,water_heater,2.898,15,45.43,2,0.27,0.54,0.46,0.324,medium_delay
user_020,XFMR_AUS_003,water_heater,4.183,15,62.25,2,0.27,0.54,0.46,0.467,long_delay
user_020,XFMR_AUS_003,water_heater,3.409,15,32.68,1,0.27,0.54,0.46,0.2444,short_delay
user_020,XFMR_AUS_003,water_heater,3.838,15,44.59,3,0.27,0.54,0.46,0.4048,medium_delay
user_020,XFMR_AUS_003,water_heater,3.992,15,51.79,3,0.27,0.54,0.46,0.3883,medium_delay
user_020,XFMR_AUS_003,water_heater,4.124,15,56.67,1,0.27,0.54,0.46,0.3894,medium_delay
user_020,XFMR_AUS_003,water_heater,2.859,15,59.99,1,0.27,0.54,0.46,0.3329,medium_delay
user_027,XFMR_AUS_003,ev_charger,7.996,15,54.23,2,0.63,0.82,0.18,0.4155,medium_delay
user_027,XFMR_AUS_003,ev_charger,6.318,15,38.93,2,0.63,0.82,0.18,0.4654,long_delay
user_027,XFMR_AUS_003,ev_charger,7.29,15,62.97,2,0.63,0.82,0.18,0.5434,long_delay
user_027,XFMR_AUS_003,ev_charger,6.54,15,60.52,1,0.63,0.82,0.18,0.4093,medium_delay
user_027,XFMR_AUS_003,ev_charger,6.665,15,38.27,3,0.63,0.82,0.18,0.4476,medium_delay
user_027,XFMR_AUS_003,ev_charger,6.96,15,69.83,3,0.63,0.82,0.18,0.5694,long_delay
user_027,XFMR_AUS_003,ev_charger,7.132,15,70.08,3,0.63,0.82,0.18,0.5403,long_delay
user_027,XFMR_AUS_003,ev_charger,5.067,15,27.4,2,0.63,0.82,0.18,0.3345,medium_delay
user_027,XFMR_AUS_003,ev_charger,9.075,15,42.58,2,0.63,0.82,0.18,0.5229,long_delay
user_027,XFMR_AUS_003,ev_charger,5.341,15,56.19,2,0.63,0.82,0.18,0.4022,medium_delay
user_027,XFMR_AUS_003,ev_charger,5.612,15,32.59,2,0.63,0.82,0.18,0.3397,medium_delay
user_027,XFMR_AUS_003,ev_charger,7.811,15,70.34,2,0.63,0.82,0.18,0.5461,long_delay
user_027,XFMR_AUS_003,ev_charger,8.854,15,44.62,2,0.63,0.82,0.18,0.4731,long_delay
user_027,XFMR_AUS_003,ev_charger,7.88,15,43.01,1,0.63,0.82,0.18,0.3815,medium_delay
user_027,XFMR_AUS_003,ev_charger,8.49,15,45.74,3,0.63,0.82,0.18,0.5006,long_delay
user_027,XFMR_AUS_003,ev_charger,5.225,15,46.87,3,0.63,0.82,0.18,0.3954,medium_delay
user_027,XFMR_AUS_003,ev_charger,9.21,15,33.93,2,0.63,0.82,0.18,0.5327,long_delay
user_027,XFMR_AUS_003,ev_charger,6.584,15,38.11,1,0.63,0.82,0.18,0.341,medium_delay
user_027,XFMR_AUS_003,ev_charger,6.392,15,58.79,1,0.63,0.82,0.18,0.4264,medium_delay
user_027,XFMR_AUS_003,ev_charger,5.353,15,38.42,2,0.63,0.82,0.18,0.3493,medium_delay
user_027,XFMR_AUS_003,ev_charger,7.079,15,47.42,3,0.63,0.82,0.18,0.5257,long_delay
user_027,XFMR_AUS_003,ev_charger,8.885,15,71.88,3,0.63,0.82,0.18,0.5691,long_delay
user_027,XFMR_AUS_003,ev_charger,6.391,15,66.66,2,0.63,0.82,0.18,0.476,long_delay
user_027,XFMR_AUS_003,ev_charger,7.339,15,70.02,2,0.63,0.82,0.18,0.5099,long_delay
user_027,XFMR_AUS_003,ev_charger,8.782,15,55.62,2,0.63,0.82,0.18,0.553,long_delay
user_027,XFMR_AUS_003,ev_charger,6.74,15,70.76,2,0.63,0.82,0.18,0.4963,long_delay
user_027,XFMR_AUS_003,ev_charger,7.832,15,66.6,1,0.63,0.82,0.18,0.5156,long_delay
user_027,XFMR_AUS_003,ev_charger,8.304,15,59.36,3,0.63,0.82,0.18,0.5076,long_delay
user_027,XFMR_AUS_003,ev_charger,5.566,15,37.19,2,0.63,0.82,0.18,0.3629,medium_delay
user_027,XFMR_AUS_003,ev_charger,7.418,15,26.18,1,0.63,0.82,0.18,0.3707,medium_delay
user_027,XFMR_AUS_003,ev_charger,8.401,15,37.82,2,0.63,0.82,0.18,0.4695,long_delay
user_027,XFMR_AUS_003,ev_charger,9.317,15,35.45,1,0.63,0.82,0.18,0.5194,long_delay
user_027,XFMR_AUS_003,ev_charger,5.344,15,42.14,3,0.63,0.82,0.18,0.4389,medium_delay
user_027,XFMR_AUS_003,ev_charger,8.591,15,27.42,3,0.63,0.82,0.18,0.4241,medium_delay
user_027,XFMR_AUS_003,ev_charger,9.093,15,33.41,2,0.63,0.82,0.18,0.5045,long_delay
user_027,XFMR_AUS_003,ev_charger,5.674,15,31.0,3,0.63,0.82,0.18,0.3416,medium_delay
user_027,XFMR_AUS_003,ev_charger,9.226,15,42.18,1,0.63,0.82,0.18,0.4713,long_delay
user_027,XFMR_AUS_003,ev_charger,5.152,15,52.49,1,0.63,0.82,0.18,0.3787,medium_delay
user_027,XFMR_AUS_003,ev_charger,7.97,15,59.71,3,0.63,0.82,0.18,0.5256,long_delay
user_027,XFMR_AUS_003,ev_charger,7.963,15,39.01,3,0.63,0.82,0.18,0.4439,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.078,15,44.26,1,0.63,0.82,0.18,0.2447,short_delay
user_027,XFMR_AUS_003,dishwasher,1.388,15,26.97,2,0.63,0.82,0.18,0.2126,short_delay
user_027,XFMR_AUS_003,dishwasher,1.539,15,72.76,2,0.63,0.82,0.18,0.3859,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.055,15,47.38,1,0.63,0.82,0.18,0.2621,short_delay
user_027,XFMR_AUS_003,dishwasher,0.989,15,61.67,2,0.63,0.82,0.18,0.3474,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.443,15,69.83,2,0.63,0.82,0.18,0.352,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.245,15,41.49,1,0.63,0.82,0.18,0.232,short_delay
user_027,XFMR_AUS_003,dishwasher,1.097,15,38.5,1,0.63,0.82,0.18,0.1996,short_delay
user_027,XFMR_AUS_003,dishwasher,0.995,15,68.14,1,0.63,0.82,0.18,0.3256,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.34,15,64.74,2,0.63,0.82,0.18,0.2844,short_delay
user_027,XFMR_AUS_003,dishwasher,1.673,15,38.07,3,0.63,0.82,0.18,0.265,short_delay
user_027,XFMR_AUS_003,dishwasher,1.036,15,33.0,1,0.63,0.82,0.18,0.1689,short_delay
user_027,XFMR_AUS_003,dishwasher,1.498,15,64.48,3,0.63,0.82,0.18,0.4439,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.383,15,31.48,1,0.63,0.82,0.18,0.2055,short_delay
user_027,XFMR_AUS_003,dishwasher,1.621,15,27.59,1,0.63,0.82,0.18,0.2068,short_delay
user_027,XFMR_AUS_003,dishwasher,1.415,15,53.75,1,0.63,0.82,0.18,0.3015,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.349,15,32.18,3,0.63,0.82,0.18,0.2565,short_delay
user_027,XFMR_AUS_003,dishwasher,1.512,15,31.8,3,0.63,0.82,0.18,0.3,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.387,15,39.72,2,0.63,0.82,0.18,0.2685,short_delay
user_027,XFMR_AUS_003,dishwasher,0.94,15,40.63,1,0.63,0.82,0.18,0.187,short_delay
user_027,XFMR_AUS_003,dishwasher,1.072,15,53.12,1,0.63,0.82,0.18,0.2602,short_delay
user_027,XFMR_AUS_003,dishwasher,1.291,15,44.52,2,0.63,0.82,0.18,0.2989,short_delay
user_027,XFMR_AUS_003,dishwasher,1.173,15,60.85,1,0.63,0.82,0.18,0.308,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.384,15,50.25,1,0.63,0.82,0.18,0.2142,short_delay
user_027,XFMR_AUS_003,dishwasher,1.549,15,37.29,2,0.63,0.82,0.18,0.2441,short_delay
user_027,XFMR_AUS_003,dishwasher,1.395,15,49.11,3,0.63,0.82,0.18,0.2606,short_delay
user_027,XFMR_AUS_003,dishwasher,1.225,15,48.78,1,0.63,0.82,0.18,0.2917,short_delay
user_027,XFMR_AUS_003,dishwasher,1.242,15,52.58,3,0.63,0.82,0.18,0.3459,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.384,15,28.32,1,0.63,0.82,0.18,0.1686,short_delay
user_027,XFMR_AUS_003,dishwasher,1.613,15,63.28,1,0.63,0.82,0.18,0.2815,short_delay
user_027,XFMR_AUS_003,dishwasher,1.563,15,58.48,3,0.63,0.82,0.18,0.2886,short_delay
user_027,XFMR_AUS_003,dishwasher,1.48,15,35.37,3,0.63,0.82,0.18,0.2584,short_delay
user_027,XFMR_AUS_003,dishwasher,1.116,15,70.97,3,0.63,0.82,0.18,0.2737,short_delay
user_027,XFMR_AUS_003,dishwasher,0.967,15,56.73,1,0.63,0.82,0.18,0.3266,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.307,15,47.27,2,0.63,0.82,0.18,0.3195,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.526,15,50.3,3,0.63,0.82,0.18,0.3165,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.637,15,30.16,2,0.63,0.82,0.18,0.2538,short_delay
user_027,XFMR_AUS_003,dishwasher,0.974,15,63.04,2,0.63,0.82,0.18,0.3138,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.368,15,68.04,1,0.63,0.82,0.18,0.3405,medium_delay
user_027,XFMR_AUS_003,dishwasher,1.258,15,32.94,3,0.63,0.82,0.18,0.2315,short_delay
user_027,XFMR_AUS_003,dryer,2.547,15,33.57,1,0.63,0.82,0.18,0.288,short_delay
user_027,XFMR_AUS_003,dryer,2.163,15,34.42,2,0.63,0.82,0.18,0.2836,short_delay
user_027,XFMR_AUS_003,dryer,2.967,15,47.47,3,0.63,0.82,0.18,0.3873,medium_delay
user_027,XFMR_AUS_003,dryer,2.332,15,36.96,3,0.63,0.82,0.18,0.2855,short_delay
user_027,XFMR_AUS_003,dryer,3.842,15,58.7,3,0.63,0.82,0.18,0.4103,medium_delay
user_027,XFMR_AUS_003,dryer,2.891,15,72.13,3,0.63,0.82,0.18,0.4462,medium_delay
user_027,XFMR_AUS_003,dryer,2.412,15,58.61,1,0.63,0.82,0.18,0.2896,short_delay
user_027,XFMR_AUS_003,dryer,2.182,15,64.79,1,0.63,0.82,0.18,0.3065,medium_delay
user_027,XFMR_AUS_003,dryer,3.018,15,46.53,1,0.63,0.82,0.18,0.3634,medium_delay
user_027,XFMR_AUS_003,dryer,2.163,15,27.65,3,0.63,0.82,0.18,0.2945,short_delay
user_027,XFMR_AUS_003,dryer,3.887,15,71.48,3,0.63,0.82,0.18,0.4433,medium_delay
user_027,XFMR_AUS_003,dryer,2.989,15,33.57,3,0.63,0.82,0.18,0.2972,short_delay
user_027,XFMR_AUS_003,dryer,3.361,15,28.37,2,0.63,0.82,0.18,0.2791,short_delay
user_027,XFMR_AUS_003,dryer,3.363,15,53.36,2,0.63,0.82,0.18,0.3624,medium_delay
user_027,XFMR_AUS_003,dryer,2.488,15,27.83,3,0.63,0.82,0.18,0.263,short_delay
user_027,XFMR_AUS_003,dryer,3.145,15,48.42,3,0.63,0.82,0.18,0.3096,medium_delay
user_027,XFMR_AUS_003,dryer,2.937,15,56.8,3,0.63,0.82,0.18,0.3757,medium_delay
user_027,XFMR_AUS_003,dryer,3.109,15,59.92,2,0.63,0.82,0.18,0.3695,medium_delay
user_027,XFMR_AUS_003,dryer,2.409,15,36.84,3,0.63,0.82,0.18,0.3479,medium_delay
user_027,XFMR_AUS_003,dryer,3.813,15,41.4,1,0.63,0.82,0.18,0.2928,short_delay
user_027,XFMR_AUS_003,dryer,3.765,15,34.89,3,0.63,0.82,0.18,0.3552,medium_delay
user_027,XFMR_AUS_003,dryer,3.811,15,37.7,1,0.63,0.82,0.18,0.2939,short_delay
user_027,XFMR_AUS_003,dryer,2.997,15,55.25,2,0.63,0.82,0.18,0.3724,medium_delay
user_027,XFMR_AUS_003,dryer,3.134,15,53.58,1,0.63,0.82,0.18,0.3467,medium_delay
user_027,XFMR_AUS_003,dryer,3.325,15,31.48,1,0.63,0.82,0.18,0.2619,short_delay
user_027,XFMR_AUS_003,dryer,2.479,15,57.01,3,0.63,0.82,0.18,0.3771,medium_delay
user_027,XFMR_AUS_003,dryer,3.195,15,55.77,1,0.63,0.82,0.18,0.338,medium_delay
user_027,XFMR_AUS_003,dryer,3.583,15,52.17,1,0.63,0.82,0.18,0.3319,medium_delay
user_027,XFMR_AUS_003,dryer,2.315,15,67.15,3,0.63,0.82,0.18,0.4093,medium_delay
user_027,XFMR_AUS_003,dryer,3.607,15,28.12,2,0.63,0.82,0.18,0.2447,short_delay
user_027,XFMR_AUS_003,dryer,2.329,15,46.54,1,0.63,0.82,0.18,0.2303,short_delay
user_027,XFMR_AUS_003,dryer,3.198,15,34.11,1,0.63,0.82,0.18,0.2489,short_delay
user_027,XFMR_AUS_003,dryer,3.098,15,62.79,3,0.63,0.82,0.18,0.4739,long_delay
user_027,XFMR_AUS_003,dryer,2.553,15,70.68,1,0.63,0.82,0.18,0.3214,medium_delay
user_027,XFMR_AUS_003,dryer,2.648,15,66.71,2,0.63,0.82,0.18,0.3995,medium_delay
user_027,XFMR_AUS_003,dryer,2.386,15,49.52,2,0.63,0.82,0.18,0.3314,medium_delay
user_027,XFMR_AUS_003,dryer,2.26,15,63.27,2,0.63,0.82,0.18,0.3949,medium_delay
user_027,XFMR_AUS_003,dryer,2.136,15,53.32,3,0.63,0.82,0.18,0.3353,medium_delay
user_027,XFMR_AUS_003,dryer,2.54,15,34.17,3,0.63,0.82,0.18,0.3259,medium_delay
user_027,XFMR_AUS_003,dryer,3.205,15,53.94,2,0.63,0.82,0.18,0.3542,medium_delay
user_027,XFMR_AUS_003,washing_machine,1.221,15,27.32,2,0.63,0.82,0.18,0.2071,short_delay
user_027,XFMR_AUS_003,washing_machine,1.141,15,43.08,1,0.63,0.82,0.18,0.1971,short_delay
user_027,XFMR_AUS_003,washing_machine,0.701,15,37.51,1,0.63,0.82,0.18,0.1574,short_delay
user_027,XFMR_AUS_003,washing_machine,0.777,15,67.71,3,0.63,0.82,0.18,0.3919,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.778,15,32.06,2,0.63,0.82,0.18,0.2294,short_delay
user_027,XFMR_AUS_003,washing_machine,1.24,15,47.49,1,0.63,0.82,0.18,0.2454,short_delay
user_027,XFMR_AUS_003,washing_machine,0.718,15,43.04,2,0.63,0.82,0.18,0.3043,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.751,15,65.42,1,0.63,0.82,0.18,0.3075,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.75,15,62.19,1,0.63,0.82,0.18,0.1973,short_delay
user_027,XFMR_AUS_003,washing_machine,1.143,15,29.4,1,0.63,0.82,0.18,0.2105,short_delay
user_027,XFMR_AUS_003,washing_machine,1.119,15,46.46,3,0.63,0.82,0.18,0.2551,short_delay
user_027,XFMR_AUS_003,washing_machine,1.221,15,58.2,3,0.63,0.82,0.18,0.3763,medium_delay
user_027,XFMR_AUS_003,washing_machine,1.013,15,50.09,3,0.63,0.82,0.18,0.288,short_delay
user_027,XFMR_AUS_003,washing_machine,0.774,15,69.55,3,0.63,0.82,0.18,0.3506,medium_delay
user_027,XFMR_AUS_003,washing_machine,1.284,15,51.1,3,0.63,0.82,0.18,0.2994,short_delay
user_027,XFMR_AUS_003,washing_machine,1.065,15,65.64,2,0.63,0.82,0.18,0.3668,medium_delay
user_027,XFMR_AUS_003,washing_machine,1.276,15,55.42,3,0.63,0.82,0.18,0.3275,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.81,15,33.07,3,0.63,0.82,0.18,0.2683,short_delay
user_027,XFMR_AUS_003,washing_machine,0.968,15,47.24,1,0.63,0.82,0.18,0.2494,short_delay
user_027,XFMR_AUS_003,washing_machine,1.031,15,53.92,2,0.63,0.82,0.18,0.2349,short_delay
user_027,XFMR_AUS_003,washing_machine,1.14,15,52.09,2,0.63,0.82,0.18,0.2719,short_delay
user_027,XFMR_AUS_003,washing_machine,1.077,15,37.76,1,0.63,0.82,0.18,0.2079,short_delay
user_027,XFMR_AUS_003,washing_machine,0.873,15,64.67,1,0.63,0.82,0.18,0.3026,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.751,15,61.31,1,0.63,0.82,0.18,0.277,short_delay
user_027,XFMR_AUS_003,washing_machine,0.714,15,70.13,3,0.63,0.82,0.18,0.3849,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.846,15,26.82,2,0.63,0.82,0.18,0.2361,short_delay
user_027,XFMR_AUS_003,washing_machine,0.809,15,72.41,2,0.63,0.82,0.18,0.319,medium_delay
user_027,XFMR_AUS_003,washing_machine,1.029,15,46.22,1,0.63,0.82,0.18,0.2556,short_delay
user_027,XFMR_AUS_003,washing_machine,1.251,15,27.94,3,0.63,0.82,0.18,0.2293,short_delay
user_027,XFMR_AUS_003,washing_machine,1.131,15,30.66,2,0.63,0.82,0.18,0.2048,short_delay
user_027,XFMR_AUS_003,washing_machine,1.007,15,68.08,3,0.63,0.82,0.18,0.395,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.816,15,46.57,3,0.63,0.82,0.18,0.2642,short_delay
user_027,XFMR_AUS_003,washing_machine,0.962,15,61.79,2,0.63,0.82,0.18,0.3745,medium_delay
user_027,XFMR_AUS_003,washing_machine,1.279,15,57.39,2,0.63,0.82,0.18,0.3182,medium_delay
user_027,XFMR_AUS_003,washing_machine,1.123,15,34.0,1,0.63,0.82,0.18,0.2078,short_delay
user_027,XFMR_AUS_003,washing_machine,0.738,15,56.31,3,0.63,0.82,0.18,0.3525,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.847,15,68.08,2,0.63,0.82,0.18,0.2903,short_delay
user_027,XFMR_AUS_003,washing_machine,0.767,15,57.35,2,0.63,0.82,0.18,0.3247,medium_delay
user_027,XFMR_AUS_003,washing_machine,0.946,15,34.25,2,0.63,0.82,0.18,0.2374,short_delay
user_027,XFMR_AUS_003,washing_machine,1.127,15,33.86,3,0.63,0.82,0.18,0.2437,short_delay
user_027,XFMR_AUS_003,water_heater,3.444,15,42.11,2,0.63,0.82,0.18,0.375,medium_delay
user_027,XFMR_AUS_003,water_heater,3.17,15,48.8,2,0.63,0.82,0.18,0.3583,medium_delay
user_027,XFMR_AUS_003,water_heater,2.451,15,27.38,2,0.63,0.82,0.18,0.2096,short_delay
user_027,XFMR_AUS_003,water_heater,4.357,15,59.72,2,0.63,0.82,0.18,0.3812,medium_delay
user_027,XFMR_AUS_003,water_heater,4.04,15,34.09,1,0.63,0.82,0.18,0.1905,short_delay
user_027,XFMR_AUS_003,water_heater,4.123,15,41.6,1,0.63,0.82,0.18,0.3082,medium_delay
user_027,XFMR_AUS_003,water_heater,4.381,15,31.11,3,0.63,0.82,0.18,0.3265,medium_delay
user_027,XFMR_AUS_003,water_heater,2.983,15,57.02,3,0.63,0.82,0.18,0.4163,medium_delay
user_027,XFMR_AUS_003,water_heater,2.948,15,41.01,1,0.63,0.82,0.18,0.2882,short_delay
user_027,XFMR_AUS_003,water_heater,3.838,15,60.27,1,0.63,0.82,0.18,0.371,medium_delay
user_027,XFMR_AUS_003,water_heater,4.081,15,30.59,2,0.63,0.82,0.18,0.3262,medium_delay
user_027,XFMR_AUS_003,water_heater,3.836,15,57.91,1,0.63,0.82,0.18,0.3563,medium_delay
user_027,XFMR_AUS_003,water_heater,2.761,15,55.03,3,0.63,0.82,0.18,0.3786,medium_delay
user_027,XFMR_AUS_003,water_heater,3.149,15,64.15,3,0.63,0.82,0.18,0.4006,medium_delay
user_027,XFMR_AUS_003,water_heater,3.724,15,63.18,2,0.63,0.82,0.18,0.3828,medium_delay
user_027,XFMR_AUS_003,water_heater,2.719,15,27.77,1,0.63,0.82,0.18,0.2316,short_delay
user_027,XFMR_AUS_003,water_heater,3.858,15,33.49,1,0.63,0.82,0.18,0.2498,short_delay
user_027,XFMR_AUS_003,water_heater,3.342,15,30.44,3,0.63,0.82,0.18,0.3092,medium_delay
user_027,XFMR_AUS_003,water_heater,3.698,15,46.07,3,0.63,0.82,0.18,0.3602,medium_delay
user_027,XFMR_AUS_003,water_heater,3.628,15,60.42,3,0.63,0.82,0.18,0.4004,medium_delay
user_027,XFMR_AUS_003,water_heater,2.566,15,57.91,2,0.63,0.82,0.18,0.3537,medium_delay
user_027,XFMR_AUS_003,water_heater,2.846,15,42.8,1,0.63,0.82,0.18,0.2823,short_delay
user_027,XFMR_AUS_003,water_heater,3.727,15,60.48,2,0.63,0.82,0.18,0.3699,medium_delay
user_027,XFMR_AUS_003,water_heater,4.443,15,67.17,1,0.63,0.82,0.18,0.3957,medium_delay
user_027,XFMR_AUS_003,water_heater,3.204,15,28.6,3,0.63,0.82,0.18,0.2623,short_delay
user_027,XFMR_AUS_003,water_heater,3.041,15,42.79,1,0.63,0.82,0.18,0.2906,short_delay
user_027,XFMR_AUS_003,water_heater,2.955,15,55.02,2,0.63,0.82,0.18,0.3703,medium_delay
user_027,XFMR_AUS_003,water_heater,3.679,15,38.81,1,0.63,0.82,0.18,0.2942,short_delay
user_027,XFMR_AUS_003,water_heater,3.332,15,65.26,2,0.63,0.82,0.18,0.3798,medium_delay
user_027,XFMR_AUS_003,water_heater,2.883,15,42.3,3,0.63,0.82,0.18,0.2631,short_delay
user_027,XFMR_AUS_003,water_heater,3.966,15,66.4,1,0.63,0.82,0.18,0.4233,medium_delay
user_027,XFMR_AUS_003,water_heater,2.679,15,32.27,3,0.63,0.82,0.18,0.275,short_delay
user_027,XFMR_AUS_003,water_heater,2.708,15,62.97,2,0.63,0.82,0.18,0.3804,medium_delay
user_027,XFMR_AUS_003,water_heater,3.87,15,42.28,3,0.63,0.82,0.18,0.3179,medium_delay
user_027,XFMR_AUS_003,water_heater,2.839,15,34.45,2,0.63,0.82,0.18,0.2303,short_delay
user_027,XFMR_AUS_003,water_heater,4.321,15,34.95,3,0.63,0.82,0.18,0.3487,medium_delay
user_027,XFMR_AUS_003,water_heater,3.813,15,50.36,1,0.63,0.82,0.18,0.3368,medium_delay
user_027,XFMR_AUS_003,water_heater,3.236,15,61.88,3,0.63,0.82,0.18,0.3896,medium_delay
user_027,XFMR_AUS_003,water_heater,4.354,15,58.59,2,0.63,0.82,0.18,0.4416,medium_delay
user_027,XFMR_AUS_003,water_heater,3.612,15,42.73,3,0.63,0.82,0.18,0.3433,medium_delay
user_008,XFMR_AUS_004,dryer,2.592,25,35.44,2,0.18,0.51,0.49,0.2486,short_delay
user_008,XFMR_AUS_004,dryer,2.754,25,37.97,7,0.18,0.51,0.49,0.314,medium_delay
user_008,XFMR_AUS_004,dryer,2.372,25,92.51,1,0.18,0.51,0.49,0.4296,medium_delay
user_008,XFMR_AUS_004,dryer,2.91,25,93.56,4,0.18,0.51,0.49,0.5292,long_delay
user_008,XFMR_AUS_004,dryer,3.562,25,46.19,4,0.18,0.51,0.49,0.3245,medium_delay
user_008,XFMR_AUS_004,dryer,3.717,25,93.41,1,0.18,0.51,0.49,0.3993,medium_delay
user_008,XFMR_AUS_004,dryer,2.177,25,57.81,6,0.18,0.51,0.49,0.3574,medium_delay
user_008,XFMR_AUS_004,dryer,2.387,25,76.52,1,0.18,0.51,0.49,0.391,medium_delay
user_008,XFMR_AUS_004,dryer,3.798,25,53.68,7,0.18,0.51,0.49,0.4351,medium_delay
user_008,XFMR_AUS_004,dryer,3.17,25,78.59,4,0.18,0.51,0.49,0.4203,medium_delay
user_008,XFMR_AUS_004,dryer,3.793,25,88.24,8,0.18,0.51,0.49,0.5958,long_delay
user_008,XFMR_AUS_004,dryer,2.614,25,73.07,3,0.18,0.51,0.49,0.3913,medium_delay
user_008,XFMR_AUS_004,dryer,2.887,25,40.78,1,0.18,0.51,0.49,0.1915,short_delay
user_008,XFMR_AUS_004,dryer,2.321,25,73.72,8,0.18,0.51,0.49,0.4235,medium_delay
user_008,XFMR_AUS_004,dryer,2.33,25,67.71,4,0.18,0.51,0.49,0.3842,medium_delay
user_008,XFMR_AUS_004,dryer,2.576,25,39.09,5,0.18,0.51,0.49,0.3072,medium_delay
user_008,XFMR_AUS_004,dryer,2.2,25,66.84,6,0.18,0.51,0.49,0.3454,medium_delay
user_008,XFMR_AUS_004,dryer,3.43,25,70.83,5,0.18,0.51,0.49,0.4105,medium_delay
user_008,XFMR_AUS_004,dryer,3.721,25,82.66,2,0.18,0.51,0.49,0.3772,medium_delay
user_008,XFMR_AUS_004,dryer,3.755,25,67.85,3,0.18,0.51,0.49,0.3909,medium_delay
